title,year,listed_in,country,weighted_average_vote,weighted_allgenders_0age,weighted_allgenders_18age,weighted_allgenders_30age,weighted_allgenders_45age,weighted_males_allages,weighted_males_0age,weighted_males_18age,weighted_males_30age,weighted_males_45age,weighted_females_allages,weighted_females_0age,weighted_females_18age,weighted_females_30age,weighted_females_45age
Whisky,2004,"Comedies, Dramas, International Movies","Uruguay, Argentina, Germany, Spain",7.1,5.904191617,6.287719298,6.759187731,6.532511687,6.840708729,5.904191617,6.224024024,6.709247802,6.484294421,6.444186047,0,5.99298893,6.287719298,6.130409357
Wild Child,2008,"Comedies, Romantic Movies","United States, United Kingdom, France",6.1,5.926963103,6.280729392,5.806828269,5.764102564,5.714869888,5.902380952,5.819790224,5.640794126,5.719284294,6.284365839,5.924975892,6.369360868,5.9,5.936628644
Wild Oats,2016,Comedies,"Germany, United States",5.7,5.898205384,5.849253731,5.646305419,5.848449612,5.660128102,5.898203593,5.846921075,5.677833753,5.778890877,5.9,5.9000999,5.915254237,5.808913649,5.953907962
Wild Wild West,1999,"Action & Adventure, Comedies, Sci-Fi & Fantasy",United States,4.9,5.877517107,5.425161031,4.912645103,4.850502732,4.909411322,5.879289941,5.429323793,4.914596622,4.763650347,5.148079812,5.903585657,5.683310192,4.992962722,5.247252747
Winter of Our Dreams,1981,"Classic Movies, Dramas",Australia,6.3,5.899100899,5.912426036,5.931835206,5.930941704,5.969707401,5.899100899,5.903174603,5.923355577,5.945454545,5.896432015,0,5.910139165,5.905304519,5.869200395
Wira,2019,"Action & Adventure, Dramas, International Movies",Malaysia,6.3,5.904095904,5.923671498,5.931396439,5.908227228,5.946954987,0,5.92038835,5.923352166,5.907843137,5.909792285,5.904095904,5.903193613,5.907569721,5.901098901
Woody Woodpecker,2017,"Children & Family Movies, Comedies",United States,4.1,5.827281649,5.104853129,5.01300813,5.521355236,4.697213006,5.844773176,5.178586136,5.036037441,5.535925126,5.608229243,5.89222333,5.780878317,5.772600349,5.863380282
Work It,2020,Comedies,United States,6.1,5.90281827,6.089053254,5.961977186,5.926470588,5.9,5.902982107,5.86281407,5.855218112,5.919614148,6.174371859,5.895275591,6.152597724,5.987323944,5.928014506
World Famous Lover,2020,"Dramas, International Movies, Romantic Movies",India,4.6,5.876237624,5.479136691,5.652263374,5.879527559,5.31871345,5.875916749,5.50701107,5.668614357,5.887512389,5.832227488,0,5.859882006,5.882213439,5.895228628
World Trade Center,2006,"Action & Adventure, Dramas",United States,5.9,5.902566634,6.082665973,5.802428599,5.992072301,5.9,5.903557312,6.079175344,5.802779863,5.990878409,6.07880907,0,6.221810406,5.982879644,6.20103462
Wyatt Earp,1994,Action & Adventure,United States,6.7,5.904187438,6.412643678,6.660585308,6.641284404,6.675205331,5.904187438,6.389802249,6.656620757,6.633216462,6.365741777,0,6.009780776,6.210534293,6.377419355
Yaar Gaddar,1994,"Dramas, International Movies",India,3.8,0,5.874876847,5.783333333,5.891658391,5.755576382,0,5.871767029,5.79226361,5.890457256,5.885883514,0,5.903193613,5.886620416,5.9000999
Yanda Kartavya Aahe,2006,"Comedies, Dramas, International Movies",India,6.6,0,5.907389163,5.975894539,5.857566766,5.947513812,0,5.907389163,5.971266541,5.864356436,5.888667992,0,0,5.903585657,5.895104895
Yeh Ballet,2020,"Dramas, International Movies",India,7.6,0,6.144252377,6.219008936,6.014958449,6.395180723,0,6.079837984,6.142917727,5.979545455,6.092907801,0,5.967564966,5.982442748,5.939435248
You Changed My Life,2009,"Comedies, Dramas, International Movies",Philippines,6.5,0,5.927410208,5.971270718,5.894931774,5.957013575,0,5.912670565,5.946919431,5.9,5.93271028,0,5.918040737,5.921047527,5.894527363
Young Adult,2011,"Comedies, Dramas, Independent Movies",United States,6.2,5.900891972,6.271556567,6.193244004,6.265980609,6.291913474,5.903578529,6.431137381,6.28739562,6.257685391,5.995280347,5.896410768,5.9,5.992344791,6.03571199
Yuva,2004,"Dramas, International Movies",India,7.4,5.895104895,6.901421624,7.124112562,6.089795918,7.189768746,5.895104895,6.868587214,7.10190779,6.027559055,6.374486094,0,6.038053097,6.260693642,6.008098271
Zindagi Na Milegi Dobara,2011,"Comedies, Dramas, International Movies",India,8.1,6.026120114,8.291233413,7.715299572,6.562971792,8.051623898,6.004798464,8.281308456,7.801458415,6.450157445,7.453790087,5.905189621,7.231613611,7.098395722,6.214229249
Zodiac,2007,"Cult Movies, Dramas, Thrillers",United States,7.7,6.444274809,7.781537983,7.591108694,7.457671958,7.693750911,6.317179903,7.875426655,7.589437254,7.449725059,7.373743633,5.988675624,7.517121685,7.251664135,7.162319759
Zoom,2006,"Children & Family Movies, Comedies",United States,4.4,5.883431953,4.619552626,4.313447172,5.069740069,4.333009937,5.888118812,4.497512438,4.274606157,5.039943343,5.288058298,5.897308076,5.475586854,5.3100041,5.764200793
Zozo,2005,"Dramas, International Movies","Sweden, Czech Republic, United Kingdom, Denmark, Netherlands",6.6,0,6.052536484,6.32972973,6.119560741,6.300133245,0,6.016858238,6.236726634,6.090909091,6.209061064,0,5.969026549,6.130769231,5.959259259
